bike_model_id,model_name_check,model_slug,task,frame_code,year_range,oem_part_no,recommended_part_no,compatibles,spec,source_1_name,source_1_url,source_2_name,source_2_url,verified_at,note
1260,mt−25,mt-25,battery,2BK-RG43J,2019/03〜,,GTZ8V,台湾ユアサ:YTZ8V|古河電池:FTZ8V,voltage=12V;capacity=7.4Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,ABS含む
1260,mt−25,mt-25,battery,JBK-RG10J,2015/09〜,,GTZ8V,台湾ユアサ:YTZ8V|古河電池:FTZ8V,voltage=12V;capacity=7.4Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,MT250含む
1463,セロー250,serow-250,battery,JBK-DG17J,2008/01〜,,YTZ7S,台湾ユアサ:YTZ7S|古河電池:FTZ7S,voltage=12V;capacity=6Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,
1463,セロー250,serow-250,battery,BA-DG11J,2005/03〜,,YTZ7S,台湾ユアサ:YTZ7S|古河電池:FTZ7S,voltage=12V;capacity=6Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,
941,gsx250r,gsx250r,battery,2BK-DN11A/8BK-DN12B,2017/04〜,,YTX9-BS,台湾ユアサ:YTX9-BS|古河電池:FTX9-BS,voltage=12V;capacity=8Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,ABS含む
680,ninja 250,ninja-250,battery,2BK-EX250P,2021/09〜,,YTX9-BS,台湾ユアサ:YTX9-BS|古河電池:FTX9-BS,voltage=12V;capacity=8Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,
680,ninja 250,ninja-250,battery,EX250L/EX250M,2013/02〜,,YTX9-BS,台湾ユアサ:YTX9-BS|古河電池:FTX9-BS,voltage=12V;capacity=8Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,ABS/SL含む
680,ninja 250,ninja-250,battery,EX250K,2008/04〜,,YTX9-BS,台湾ユアサ:YTX9-BS|古河電池:FTX9-BS,voltage=12V;capacity=8Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,Ninja250R
754,z250,z250,battery,2BK-EX250P,2013/05〜,,YTX9-BS,台湾ユアサ:YTX9-BS|古河電池:FTX9-BS,voltage=12V;capacity=8Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,ABS/SL含む。ER250系
217,gb350,gb350,battery,8BL-NC64,2024/10〜,,YTZ7S,台湾ユアサ:YTZ7S|古河電池:FTZ7S,voltage=12V;capacity=6Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,C
217,gb350,gb350,battery,8BL-NC59,2023/07〜,,YTZ7S,台湾ユアサ:YTZ7S|古河電池:FTZ7S,voltage=12V;capacity=6Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,S含む
421,ジャイロキャノピー,gyro-canopy,battery,TA02,,,YTX7L-BS,台湾ユアサ:YTX7L-BS|古河電池:FTX7L-BS,voltage=12V;capacity=6Ah;type=VRLA,GSユアサ バイク用バッテリー適合検索,https://gyb.gs-yuasa.com/fit/bike/search/,,,2026-07-06,セル/キック仕様。実車搭載品番と照合済み
